model,category,subtype,pair,layer,patch_type,alpha,progress,kl_ratio,logit_delta_ratio,patch_norm,a_ref_norm,b_ref_norm,norm_ratio_to_a,norm_ratio_to_b,norm_z,max_abs_norm_z,finite,off_manifold,high_progress,over_conversion,negative_progress,labels
qwen3,coreference,deictic_switch,coref_this_that_note,0,attn_out,1.000000,0.946328,0.156615,1.010792,9.209153,8.952240,9.209152,1.028698,1.000000,-0.054832,0.054832,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,1,resid_in,1.000000,0.999999,0.000000,1.000008,27.165609,29.348024,27.165581,0.925637,1.000001,0.037469,0.037469,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,1,resid_out,1.000000,1.000017,0.000000,1.000000,57.343349,58.623787,57.343357,0.978158,1.000000,-0.864840,0.864840,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,2,resid_in,1.000000,1.000017,0.000000,1.000000,57.343349,58.623787,57.343357,0.978158,1.000000,-0.864840,0.864840,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,2,resid_out,1.000000,1.000017,0.000000,1.000000,66.564919,69.306465,66.564926,0.960443,1.000000,-0.942764,0.942764,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,3,resid_in,1.000000,1.000017,0.000000,1.000000,66.564919,69.306465,66.564926,0.960443,1.000000,-0.942764,0.942764,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,3,resid_out,1.000000,1.000017,0.000000,1.000000,68.210907,71.751106,68.210884,0.950660,1.000000,-1.007378,1.007378,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,4,resid_in,1.000000,1.000017,0.000000,1.000000,68.210907,71.751106,68.210884,0.950660,1.000000,-1.007378,1.007378,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,4,resid_out,1.000000,1.000017,0.000000,1.000000,77.849182,82.445717,77.849174,0.944248,1.000000,-1.027746,1.027746,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,5,resid_in,1.000000,1.000017,0.000000,1.000000,77.849182,82.445717,77.849174,0.944248,1.000000,-1.027746,1.027746,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,5,resid_out,1.000000,1.000017,0.000000,1.000000,83.829338,90.474602,83.829277,0.926551,1.000001,-0.891172,0.891172,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,6,resid_in,1.000000,1.000017,0.000000,1.000000,83.829338,90.474602,83.829277,0.926551,1.000001,-0.891172,0.891172,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,6,resid_out,1.000000,1.000017,0.000000,1.000000,9409.865234,9074.909180,9409.833984,1.036910,1.000003,1.151248,1.151248,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,7,resid_in,1.000000,1.000017,0.000000,1.000000,9409.865234,9074.909180,9409.833984,1.036910,1.000003,1.151248,1.151248,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,7,resid_out,1.000000,1.000017,0.000000,1.000000,9409.784180,9074.816406,9409.745117,1.036912,1.000004,1.151259,1.151259,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,8,resid_out,0.750000,0.825507,0.067751,0.845273,9339.227539,9074.932617,9409.870117,1.029124,0.992493,1.096099,1.096099,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,8,resid_in,1.000000,1.000017,0.000000,1.000000,9409.784180,9074.816406,9409.745117,1.036912,1.000004,1.151259,1.151259,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_note,8,resid_out,1.000000,1.000017,0.000000,1.000000,9409.919922,9074.932617,9409.870117,1.036913,1.000005,1.151253,1.151253,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,0,resid_in,1.000000,1.000029,0.000000,1.000000,2.900607,2.907395,2.900602,0.997666,1.000002,0.291140,0.291140,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,0,resid_out,1.000000,1.000029,0.000000,1.000000,26.532831,28.741989,26.532801,0.923138,1.000001,-0.130384,0.130384,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,0,attn_out,1.000000,0.826499,0.225877,0.948907,9.615640,9.289210,9.615637,1.035141,1.000000,0.184769,0.184769,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,1,resid_in,1.000000,1.000029,0.000000,1.000000,26.532831,28.741989,26.532801,0.923138,1.000001,-0.130384,0.130384,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,1,resid_out,1.000000,1.000029,0.000000,1.000000,57.325665,57.851479,57.325695,0.990911,0.999999,-0.865633,0.865633,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,2,resid_in,1.000000,1.000029,0.000000,1.000000,57.325665,57.851479,57.325695,0.990911,0.999999,-0.865633,0.865633,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,2,resid_out,1.000000,1.000029,0.000000,1.000000,66.671333,68.449921,66.671356,0.974016,1.000000,-0.938662,0.938662,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,3,resid_in,1.000000,1.000029,0.000000,1.000000,66.671333,68.449921,66.671356,0.974016,1.000000,-0.938662,0.938662,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,3,resid_out,1.000000,1.000029,0.000000,1.000000,66.896332,68.631271,66.896324,0.974721,1.000000,-1.056342,1.056342,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,4,resid_in,1.000000,1.000029,0.000000,1.000000,66.896332,68.631271,66.896324,0.974721,1.000000,-1.056342,1.056342,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,4,resid_out,1.000000,1.000029,0.000000,1.000000,77.986542,82.582245,77.986549,0.944350,1.000000,-1.022418,1.022418,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,5,resid_in,1.000000,1.000029,0.000000,1.000000,77.986542,82.582245,77.986549,0.944350,1.000000,-1.022418,1.022418,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,5,resid_out,1.000000,1.000029,0.000000,1.000000,83.437012,89.220184,83.436958,0.935181,1.000001,-0.906986,0.906986,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,6,resid_in,1.000000,1.000029,0.000000,1.000000,83.437012,89.220184,83.436958,0.935181,1.000001,-0.906986,0.906986,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,6,resid_out,1.000000,1.000029,0.000000,1.000000,9409.851562,9074.903320,9409.824219,1.036909,1.000003,1.151237,1.151237,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,7,resid_in,1.000000,1.000029,0.000000,1.000000,9409.851562,9074.903320,9409.824219,1.036909,1.000003,1.151237,1.151237,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,7,resid_out,1.000000,1.000029,0.000000,1.000000,9409.772461,9074.810547,9409.736328,1.036911,1.000004,1.151250,1.151250,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,8,resid_in,1.000000,1.000029,0.000000,1.000000,9409.772461,9074.810547,9409.736328,1.036911,1.000004,1.151250,1.151250,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,deictic_switch,coref_this_that_path,8,resid_out,1.000000,1.000029,0.000000,1.000000,9409.955078,9074.934570,9409.906250,1.036917,1.000005,1.151281,1.151281,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,resid_in,0.500000,0.868835,0.117208,0.886311,2.794725,2.893414,2.889175,0.965892,0.967309,0.040123,0.040123,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,resid_out,0.500000,0.829339,0.165783,0.856160,30.848822,31.618578,30.885460,0.975655,0.998814,1.014495,1.014495,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,resid_in,0.750000,1.022981,0.009911,1.024754,2.818106,2.893414,2.889175,0.973973,0.975401,0.095553,0.095553,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,resid_out,0.750000,0.960050,0.016960,0.962158,30.765194,31.618578,30.885460,0.973010,0.996106,0.992312,0.992312,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,attn_out,0.750000,0.933537,0.027716,0.942464,9.457835,9.528801,9.536291,0.992552,0.991773,0.091752,0.091752,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,mlp_out,0.750000,0.966709,0.003077,0.973040,25.138075,25.888226,25.267508,0.971023,0.994878,1.201529,1.201529,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,resid_in,1.000000,1.000017,-0.000001,1.000000,2.889181,2.893414,2.889175,0.998537,1.000002,0.264052,0.264052,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,resid_out,1.000000,1.000017,-0.000001,1.000000,30.885504,31.618578,30.885460,0.976815,1.000001,1.024226,1.024226,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,attn_out,1.000000,0.969482,0.009459,0.972286,9.536293,9.528801,9.536291,1.000786,1.000000,0.137998,0.137998,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,0,mlp_out,1.000000,1.013370,0.000708,1.015766,25.267534,25.888226,25.267508,0.976024,1.000001,1.244371,1.244371,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,1,resid_in,0.500000,0.829339,0.165783,0.856160,30.848822,31.618578,30.885460,0.975655,0.998814,1.014495,1.014495,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,1,resid_out,0.500000,0.844402,0.188771,0.874875,70.938576,71.338997,71.048645,0.994387,0.998451,-0.255260,0.255260,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,coreference,he_coref,coref_john_he,1,resid_in,0.750000,0.960050,0.016960,0.962158,30.765194,31.618578,30.885460,0.973010,0.996106,0.992312,0.992312,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
